Seq#	Domain	Phylum	Class	Order	Family	Genus	Species	Exact species
Seq_11885	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA	NA
Seq_11886	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA	NA
Seq_11887	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	NA	NA	NA
Seq_11888	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	NA	NA
Seq_11889	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	NA	NA	NA
Seq_11890	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	NA	NA
Seq_11891	Bacteria	Actinobacteria	NA	NA	NA	NA	NA	NA
Seq_11892	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia	NA	NA
Seq_11893	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	NA
Seq_11894	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
Seq_11895	Bacteria	Acidobacteria	Subgroup 25	NA	NA	NA	NA	NA
Seq_11896	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11897	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
Seq_11898	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Noviherbaspirillum	NA	NA
Seq_11899	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11900	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_11901	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA	NA
Seq_11902	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	BIyi10	NA	NA
Seq_11903	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	NA
Seq_11904	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_11905	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	NA	NA
Seq_11906	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	NA
Seq_11907	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_11908	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11909	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	NA	NA
Seq_11910	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	NA
Seq_11911	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11912	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	NA	NA
Seq_11913	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_11914	Bacteria	Actinobacteria	NA	NA	NA	NA	NA	NA
Seq_11915	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_11916	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_11917	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	NA	NA
Seq_11918	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	NA
Seq_11919	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	NA
Seq_11920	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_11921	Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage	NA	NA	NA	NA
Seq_11922	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11923	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	NA	NA
Seq_11924	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA	NA
Seq_11925	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_11926	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Aridibacter	NA	NA
Seq_11927	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11928	Bacteria	Chloroflexi	NA	NA	NA	NA	NA	NA
Seq_11929	Bacteria	Actinobacteria	NA	NA	NA	NA	NA	NA
Seq_11930	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	NA
Seq_11931	Bacteria	Actinobacteria	Thermoleophilia	NA	NA	NA	NA	NA
Seq_11932	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	NA	NA
Seq_11933	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	NA
Seq_11934	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_11935	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11936	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA	NA
Seq_11937	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11938	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	NA
Seq_11939	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	NA
Seq_11940	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Hydrogenispora	NA	NA
Seq_11941	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	NA	NA	NA
Seq_11942	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_11943	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	NA
Seq_11944	Bacteria	Proteobacteria	Deltaproteobacteria	MBNT15	NA	NA	NA	NA
Seq_11945	Bacteria	FBP	NA	NA	NA	NA	NA	NA
Seq_11946	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	NA
Seq_11947	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter	NA	NA
Seq_11948	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_11949	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	NA
Seq_11950	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_11951	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_11952	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	NA	NA
Seq_11953	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_11954	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_11955	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11956	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
Seq_11957	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	NA
Seq_11958	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	NA	NA
Seq_11959	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	NA	NA
Seq_11960	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_11961	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA	NA
Seq_11962	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11963	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_11964	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Undibacterium	NA	NA
Seq_11965	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_11966	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	NA
Seq_11967	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Blattabacteriaceae	Candidatus Uzinura	NA	NA
Seq_11968	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	NA
Seq_11969	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA	NA
Seq_11970	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA	NA
Seq_11971	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_11972	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA	NA	NA
Seq_11973	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	NA
Seq_11974	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_11975	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	NA	NA	NA
Seq_11976	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11977	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA	NA
Seq_11978	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	NA
Seq_11979	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_11980	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	NA	NA
Seq_11981	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_11982	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_11983	Bacteria	Actinobacteria	NA	NA	NA	NA	NA	NA
Seq_11984	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA	NA	NA
Seq_11985	Bacteria	Planctomycetes	Pla4 lineage	NA	NA	NA	NA	NA
Seq_11986	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_11987	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA	NA	NA
Seq_11988	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11989	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	NA	NA
Seq_11990	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_11991	Bacteria	Elusimicrobia	Elusimicrobia	MVP-88	NA	NA	NA	NA
Seq_11992	Bacteria	Actinobacteria	NA	NA	NA	NA	NA	NA
Seq_11993	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11994	NA	NA	NA	NA	NA	NA	NA	NA
Seq_11995	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA	NA
Seq_11996	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	NA	NA
Seq_11997	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1	NA	NA
Seq_11998	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	VHS-B3-70	NA	NA	NA
Seq_11999	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	NA
Seq_12000	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_12001	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	NA	NA
Seq_12002	Bacteria	Actinobacteria	MB-A2-108	NA	NA	NA	NA	NA
Seq_12003	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	NA
Seq_12004	Bacteria	Planctomycetes	Pla4 lineage	NA	NA	NA	NA	NA
Seq_12005	Bacteria	Elusimicrobia	Lineage IIb	NA	NA	NA	NA	NA
Seq_12006	Bacteria	Chloroflexi	OLB14	NA	NA	NA	NA	NA
Seq_12007	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA	NA	NA
Seq_12008	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	NA
Seq_12009	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	NA
Seq_12010	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_12011	Bacteria	Planctomycetes	Phycisphaerae	NA	NA	NA	NA	NA
Seq_12012	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	NA
Seq_12013	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	NA
Seq_12014	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_12015	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12016	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	NA
Seq_12017	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA	NA	NA
Seq_12018	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_12019	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	NA
Seq_12020	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_12021	Bacteria	Elusimicrobia	Lineage IIb	NA	NA	NA	NA	NA
Seq_12022	Bacteria	GAL15	NA	NA	NA	NA	NA	NA
Seq_12023	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12024	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_12025	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	NA
Seq_12026	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12027	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	NA
Seq_12028	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12029	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12030	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_12031	Bacteria	Actinobacteria	NA	NA	NA	NA	NA	NA
Seq_12032	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA	NA
Seq_12033	Bacteria	Actinobacteria	MB-A2-108	NA	NA	NA	NA	NA
Seq_12034	Bacteria	Actinobacteria	0319-7L14	NA	NA	NA	NA	NA
Seq_12035	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_12036	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_12037	Bacteria	Acidobacteria	Subgroup 22	NA	NA	NA	NA	NA
Seq_12038	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Aridibacter	NA	NA
Seq_12039	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12040	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA	NA
Seq_12041	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	NA	NA
Seq_12042	Bacteria	Acidobacteria	NA	NA	NA	NA	NA	NA
Seq_12043	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	NA	NA
Seq_12044	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12045	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	NA
Seq_12046	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	NA	NA
Seq_12047	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12048	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus	NA	NA
Seq_12049	Bacteria	Actinobacteria	Thermoleophilia	NA	NA	NA	NA	NA
Seq_12050	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	NA
Seq_12051	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	NA	NA
Seq_12052	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA	NA
Seq_12053	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12054	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	NA	NA
Seq_12055	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12056	Bacteria	Actinobacteria	0319-7L14	NA	NA	NA	NA	NA
Seq_12057	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	NA	NA
Seq_12058	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12059	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12060	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	NA	NA	NA	NA
Seq_12061	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	NA	NA	NA
Seq_12062	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	NA	NA	NA
Seq_12063	Bacteria	Actinobacteria	0319-7L14	NA	NA	NA	NA	NA
Seq_12064	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_12065	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA	NA
Seq_12066	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	NA
Seq_12067	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA	NA
Seq_12068	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	NA
Seq_12069	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_12070	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	NA
Seq_12071	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12072	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	NA	NA
Seq_12073	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA	NA
Seq_12074	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12075	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12076	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	NA
Seq_12077	Bacteria	Planctomycetes	NA	NA	NA	NA	NA	NA
Seq_12078	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_12079	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12080	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_12081	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	NA
Seq_12082	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12083	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_12084	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	NA	NA	NA
Seq_12085	Bacteria	Acidobacteria	Subgroup 22	NA	NA	NA	NA	NA
Seq_12086	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	NA
Seq_12087	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	NA
Seq_12088	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	NA
Seq_12089	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_12090	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_12091	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12092	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_12093	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	NA	NA
Seq_12094	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_12095	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	NA	NA
Seq_12096	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	NA	NA	NA
Seq_12097	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_12098	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	NA
Seq_12099	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_12100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	NA
Seq_12101	Bacteria	Acidobacteria	Subgroup 22	NA	NA	NA	NA	NA
Seq_12102	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12103	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	NA
Seq_12104	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	NA	NA
Seq_12105	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA	NA
Seq_12106	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA	NA
Seq_12107	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12108	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	NA	NA
Seq_12109	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	NA
Seq_12110	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12111	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA	NA
Seq_12112	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA	NA
Seq_12113	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	11-24	NA	NA	NA	NA
Seq_12114	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_12115	Bacteria	Actinobacteria	NA	NA	NA	NA	NA	NA
Seq_12116	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	NA
Seq_12117	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	NA	NA
Seq_12118	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	NA	NA
Seq_12119	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12120	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	NA	NA
Seq_12121	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA	NA	NA
Seq_12122	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_12123	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	SH-PL14	NA	NA
Seq_12124	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	NA
Seq_12125	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA	NA
Seq_12126	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	NA	NA	NA	NA
Seq_12127	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	NA
Seq_12128	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12129	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12130	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12131	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12132	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_12133	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_12134	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_12135	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_12136	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12137	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	NA	NA
Seq_12138	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	NA
Seq_12139	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	NA	NA
Seq_12140	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	NA	NA	NA
Seq_12141	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_12142	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacter	NA	NA
Seq_12143	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_12144	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	NA	NA	NA
Seq_12145	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	NA	NA
Seq_12146	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_12147	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
Seq_12148	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12149	Bacteria	Acidobacteria	Subgroup 15	NA	NA	NA	NA	NA
Seq_12150	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	NA	NA
Seq_12151	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_12152	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_12153	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA	NA	NA
Seq_12154	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	NA
Seq_12155	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	NA
Seq_12156	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12157	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	NA	NA
Seq_12158	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA	NA	NA
Seq_12159	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	NA
Seq_12160	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
